title,institution,published,year,cited,accred,Labeling
,,,,,,"Peace, Justice and Strong Institutions (Perdamaian, Keadilan, dan Kelembagaan yang Tangguh)"
Konsep Dasar Kepemimpinan dalam Pendidikan Islam,STIKes Ibnu Sina Ajibarang,Global Leadership Organizational Research in Management Vol. 3 No. 1 (2025): GLORY ( Global Leadership Organizational Research in Management )183-194,2025,DOI: 10.59841/glory.v3i1.2332,Accred : Unknown,Quality Education (Pendidikan Berkualitas)
Analysis of Qawaâid Fiqhiyyah in the Utilization of Zakat as a Solution to Illegal Online Loans,"Department of Sharia Economic Law, Faculty Sharia and Law, UIN Sunan Gunung Djati Bandung",Al-Muamalat: Jurnal Ekonomi Syariah Vol. 12 No. 1 (2025): January (IN PRESS)39-55,2025,DOI: 10.15575/am.v12i1.40687,Accred : Unknown,No Poverty (Tanpa Kemiskinan)
,,,,,,"Peace, Justice and Strong Institutions (Perdamaian, Keadilan, dan Kelembagaan yang Tangguh)"
ANALISIS BAURAN PEMASARAN OFFLINE DAN ONLINE PADA AGROINDUSTRI KERIPIK BINTANG BUAH DI KOTA BANDAR LAMPUNG,"Badan Penerbitan Fakultas Pertanian, Universitas Bengkulu",Jurnal AGRISEP Vol 24: JURNAL AGRISEP VOL 24 NO 01 2025 (MARCH)19-36,2025,DOI: 10.31186/jagrisep.24.01.19-36,Accred : Unknown,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
,,,,,,"Industry, Innovation and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Media Global Dalam Perjuangan Perempuan Untuk Kesetaraan Gender Di Afghanistan: Analisis Komunikasi Berbasis Interseksionalitas,"Prodi S1 Ilmu Komunikasi, Fakultas Ilmu Sosial, Universitas Negeri Jakarta",Communications Vol. 7 No. 1 (2025): Communications27-56,2025,DOI: 10.21009/communications.7.1.2,Accred : Unknown,Gender Equality (Kesetaraan Gender)
,,,,,,"Peace, Justice and Strong Institutions (Perdamaian, Keadilan, dan Kelembagaan yang Tangguh)"
Media Framing of Donald Trump's 2024 Election Victory: A Case Study on International Media,P3M Politeknik Negeri Media Kreatif,"MEDIASI Jurnal Kajian dan Terapan Media, Bahasa, Komunikasi Vol. 6 No. 1 (2025): January",2025,DOI: 10.46961/mediasi.v6i1.1539,Accred : Sinta 4,"Peace, Justice and Strong Institutions (Perdamaian, Keadilan, dan Kelembagaan yang Tangguh)"
Strategi Marketing Public Relations untuk Meningkatkan Kunjungan Wisatawan di Kota Bandar Lampung,Lembaga Penelitian dan Pengabdian Kepada Masyarakat (LPPM) STMIK Indonesia Banda Aceh,Jurnal Indonesia : Manajemen Informatika dan Komunikasi Vol. 6 No. 1 (2025): Januari882-893,2025,DOI: 10.35870/jimik.v6i1.1290,Accred : Unknown,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Green Accounting Intervens Corporate Governance And Environmental Perfor-mance On Financial Performance,Prodi Akuntansi STIE Hidayatullah Depok,Jurnal Neraca Peradaban Vol. 5 No. 1 (2025): Jurnal Neraca Peradaban1-20,2025,DOI: 10.55182/jnp.v5i1.535,Accred : Sinta 5,Climate Action (Penanganan Perubahan Iklim)
,,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggung Jawab)
"Analysis of the Impact of Institutional Quality on Foreign Direct Investment: A Case Study of Countries in the Americas, Asia, and Europe",AIBPM Publisher,"International Journal of Accounting & Finance in Asia Pasific (IJAFAP) Vol 8, No 1 (2025): February 202554-71",2025,DOI: 10.32535/ijafap.v8i1.3579,Accred : Unknown,Partnerships for the Goals (Kemitraan untuk Mencapai Tujuan)
,,,,,,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Molecular Detection of Jembrana Disease in Balinese Cattle (Bos sondaicus) Samples at the Lampung Veterinary Center,Ann Publisher,Jurnal Agrosci Vol 2 No 3 (2025): Vol 2 No 3 Januari 2025206-211,2025,DOI: 10.62885/agrosci.v2i3.578,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,,Zero Hunger (Tanpa Kelaparan)
Efektivitas sediaan spray ekstrak etanol Gracilaria sp. sebagai penolak nyamuk Aedes aegypti,Fakultas Farmasi Universitas Tjut Nyak Dhien,Journal of Pharmaceutical and Sciences JPS Volume 8 Nomor 1 (2025)259-269,2025,DOI: 10.36490/journal-jps.com.v8i1.753,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Potensi Antikanker Pada Ekstrak Etanol Makroalga Caulerpa racemosa Menggunakan Metode Brine Shrimp Lethality Test (BSLT),Universitas Bangka Belitung,Journal of Tropical Marine Science Vol 8 No 1 (2025): Journal of Tropical Marine Science (on going)71-78,2025,DOI: 10.33019/jour.trop.mar.sci.v8i1.5759,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
RESISTENSI ANTIBIOTIK PADA INFEKSI SALURAN PERNAPASAN AKUT: LITERATURE REVIEW,Cahaya Ilmu Bangsa Institute,Medic Nutricia : Jurnal Ilmu Kesehatan Vol. 13 No. 1 (2025): Medic Nutricia : Jurnal Ilmu Kesehatan1-10,2025,DOI: 10.5455/nutricia.v13i1.11268,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Sebuah Kasus Jarang: Sindrom Hipoventilasi Obesitas dengan Obstructive Sleep Apnea,Prodi Kedokteran Fakultas Kedokteran Universitas Malahayati,"Jurnal Ilmu Kedokteran dan Kesehatan Vol 12, No 2 (2025): Volume 12 Nomor 2365 - 374",2025,DOI: 10.33024/jikk.v12i2.18082,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
A Case Report: Multidrug-Resistant Tuberculosis in A 53-Year-Old Patient,Prodi Kedokteran Fakultas Kedokteran Universitas Malahayati,"Jurnal Ilmu Kedokteran dan Kesehatan Vol 12, No 2 (2025): Volume 12 Nomor 2386 - 392",2025,DOI: 10.33024/jikk.v12i2.18173,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
"The challenges of digital governance in the Regions: Study in Central Lampung Regency, Indonesia",Goodwood Publishing,Journal of Governance and Accountability Studies Vol. 5 No. 1 (2025): January33-46,2025,DOI: 10.35912/jgas.v5i1.2448,Accred : Unknown,"Peace, Justice and Strong Institutions (Perdamaian, Keadilan, dan Kelembagaan yang Tangguh)"
Arbitrase Internasional: Evaluasi Efektivitasnya sebagai Mekanisme Penyelesaian Sengketa Alternatif,Penerbit Goodwood,Jurnal Ilmiah Hukum dan Hak Asasi Manusia Vol. 4 No. 2 (2025): Januari83-89,2025,DOI: -,Accred : Sinta 5,"Peace, Justice and Strong Institutions (Perdamaian, Keadilan, dan Kelembagaan yang Tangguh)"
Pengaruh Penerapan Good Corporate Governance dan Kompetensi Dewan Direksi Terhadap Kinerja Keuangan Perusahaan pada Masa Pandemi Covid-19: (Studi Empiris pada Perusahaan Perbankan yang Terdaftar di Bursa Efek Indonesia Tahun 2019-2023),Asosiasi Riset Ekonomi dan Akuntansi Indonesia,Moneter : Jurnal Ekonomi dan Keuangan Vol. 3 No. 1 (2025): Moneter : Jurnal Ekonomi dan Keuangan329-345,2025,DOI: 10.61132/moneter.v3i1.1234,Accred : Unknown,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
,,,,,,"Industry, Innovation and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
ANALISIS KANDUNGAN KLOROFIL PLANLET ANGGREK BULAN [Phalaenopsis amabilis (L.) Bl.] HASIL SELEKSI DENGAN POLY ETHYLENE GLYCOL (PEG) 6000 SECARA IN VITRO,"Department of Biology, Faculty of Mathematics and Natural Sciences, Hasanuddin University",BIOMA : JURNAL BIOLOGI MAKASSAR Vol. 10 No. 1 (2025): Bioma : Januari - Juni 2025126-136,2025,DOI: -,Accred : Sinta 5,Life on Land (Ekosistem Daratan)
PENERIMAAN DIRI ORANG TUA MELALUI DUKUNGAN KELUARGA TERHADAP ANAK BERKEBUTUHAN KHUSUS,"Akademi Keperawatan Karya Bhakti Nusantara, Magelang, Indonesia",Jurnal Keperawatan Karya Bhakti Vol. 11 No. 1 (2025)25-34,2025,DOI: 10.56186/jkkb.187,Accred : Sinta 5,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
,,,,,,Reduced Inequalities (Berkurangnya Kesenjangan)
Implementation of Project-based Learning Method to Enhance Numeracy Ability of Procedural Text Material of English Subject,"Fakultas Keguruan dan Ilmu Pendidikan (FKIP), Universitas Lancang Kuning",Lectura : Jurnal Pendidikan Vol. 16 No. 1 (2025): Lectura: Jurnal Pendidikan165-178,2025,DOI: 10.31849/lectura.v16i1.25384,Accred : Sinta 3,Quality Education (Pendidikan Berkualitas)
Peningkatan Kemampuan Pekerja Peternakan Ayam Petelur dalam Identifikasi Bahaya Potensial dan Masalah Kesehatan,LPPM Universitas Bumigora,ADMA : Jurnal Pengabdian dan Pemberdayaan Masyarakat Vol 5 No 2 (2025): ADMA: Jurnal Pengabdian dan Pemberdayaan Masyarakat361â374,2025,DOI: 10.30812/adma.v5i2.4486,Accred : Unknown,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
,,,,,,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Analysis of The Association Between Nutrient Intake and Bone Mineral Density in College Students,Master Program of Health Promotion Faculty of Public Health Diponegoro University,Jurnal Promosi Kesehatan Indonesia Vol 20 No 1: January 20258-15,2025,DOI: 10.14710/jpki.20.1.8-15,Accred : Sinta 2,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Hubungan Pengetahuan dengan Pemanfaatan Pos Pembinaan Terpadu Penyakit Tidak Menular (Posbindu PTM),Sekolah Tinggi Ilmu Kesehatan Kendal,Jurnal Ilmiah Permas: Jurnal Ilmiah STIKES Kendal Vol 15 No 1 (2025): Jurnal Ilmiah Permas: Jurnal Ilmiah STIKES Kendal: Januari 2025199-206,2025,DOI: -,Accred : Sinta 3,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Three-Phase Space Vector Pulse Width Modulation with Proportional Integral Derivative Control for High-Capacity Battery Charging,Institut Riset dan Publikasi Indonesia,MALCOM: Indonesian Journal of Machine Learning and Computer Science Vol. 5 No. 1 (2025): MALCOM January 2025258-264,2025,DOI: 10.57152/malcom.v5i1.1760,Accred : Sinta 4,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Peningkatan Kemandirian Wanita Tani melalui Edukasi Kompos Berbasis Aplikasi Digital pada Kelompok Wanita Tani Bungsu Cantik Kota Bandar Lampung,Universitas Malahayati Lampung,"Jurnal Kreativitas Pengabdian Kepada Masyarakat (PKM) Vol 8, No 1 (2025): Volume 8 No 1 (2025)247-260",2025,DOI: 10.33024/jkpm.v8i1.12642,Accred : Sinta 4,Gender Equality (Kesetaraan Gender)
,,,,,,Zero Hunger (Tanpa Kelaparan)
Eksplorasi Diplomasi Budaya Indonesia Dalam Perhelatan Bali Street Carnival,PT. Faaslib Serambi Media,Complex : Jurnal Multidisiplin Ilmu Nasional Vol. 2 No. 1 (2025): COMPLEX - Februari32-39,2025,DOI: -,Accred : Unknown,Sustainable Cities and Communities (Kota dan Pemukiman yang Berkelanjutan)
,,,,,,"Peace, Justice and Strong Institutions (Perdamaian, Keadilan, dan Kelembagaan yang Tangguh)"
Indonesiaâs Cultural Diplomacy in Introducing Subak and Spice Routes at World Water Forum 2024,Lembaga Penelitian dan Pengabdian Kepada Masyarakat,JOELS: Journal of Election and Leadership Vol. 6 No. 1 (2025): JOELS: Journal of Election and Leadership9-21,2025,DOI: 10.31849/joels.v6i1.21577,Accred : Unknown,Sustainable Cities and Communities (Kota dan Pemukiman yang Berkelanjutan)
,,,,,,"Peace, Justice and Strong Institutions (Perdamaian, Keadilan, dan Kelembagaan yang Tangguh)"
Integrating The Network Pharmacology and Molecular Docking Confirmed with In Vitro Toxicity to Reveal Potential Mechanism of NonâPolar Fraction of Cyperus rotundus Linn as Anti-Cancer Candidate,Pandawa Institute,Journal of Multidisciplinary Applied Natural Science Vol. 5 No. 1 (2025): Journal of Multidisciplinary Applied Natural Science56-73,2025,DOI: 10.47352/jmans.2774-3047.228,Accred : Sinta 1,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Measuring the Green Advertising Effectiveness of Cosmetic Products Using the AISAS Model,PT. Riset Press International,Journal of Business Management and Economic Development Ð¢Ð¾Ð¼ 3 â 01 (2025): January 2025323-335,2025,DOI: 10.59653/jbmed.v3i01.1400,Accred : Unknown,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggung Jawab)
CUSTOMER JOURNEY DALAM PEMBELIAN PRODUK UMKM KULINER MAKANAN,Publikasi Inspirasi Indonesia,Jurnal Ilmiah Manajemen Ekonomi Dan Akuntansi (JIMEA) Vol. 2 No. 2 (2025): Februari97-105,2025,DOI: 10.62017/jimea.v2i2.3929,Accred : Unknown,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
,,,,,,Responsible Consumption and Production (Konsumsi dan Produksi yang Bertanggung Jawab)
"FEASIBILITY EVALUATION STUDY OF VANAME SHRIMP (Litopenaeus vannamei) CULTIVATION BUSINESS WITH TWO TYPES OF CAPITAL IN THE BUMI DIPASENA FISHING AREA, RAWAJITU TIMUR DISTRICT",Universitas Mataram,Jurnal Perikanan Unram Vol 15 No 1 (2025): JURNAL PERIKANAN73-87,2025,DOI: 10.29303/jp.v15i1.1360,Accred : Unknown,Life Below Water (Ekosistem Laut)
,,,,,,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
"FEASIBILITY EVALUATION STUDY OF VANAME SHRIMP (Litopenaeus vannamei) CULTIVATION BUSINESS WITH TWO TYPES OF CAPITAL IN THE BUMI DIPASENA FISHING AREA, RAWAJITU TIMUR DISTRICT",Universitas Mataram,Jurnal Perikanan Unram Vol 15 No 1 (2025): JURNAL PERIKANAN73-87,2025,DOI: 10.29303/jp.v15i1.1360,Accred : Unknown,Life Below Water (Ekosistem Laut)
,,,,,,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
ANALISIS PENGARUH ARUS DAN KECEPATAN KENDARAAN TERHADAP KEBISINGAN PADA KAWASAN SD NEGERI 1 PALAPA BANDAR LAMPUNG,"Prodi Sarjana Teknik Sipil, FT, Universitas Tarumanagara","JMTS: Jurnal Mitra Teknik Sipil Volume 8, Nomor 1, Februari 2025133-144",2025,DOI: 10.24912/jmts.v8i1.28374,Accred : Unknown,Sustainable Cities and Communities (Kota dan Pemukiman yang Berkelanjutan)
Kampanye Digital Activism untuk Mendorong Rekayasa Sosial Kebersihan Lingkungan di Instagram @Pandawaragroup,CV. ULIL ALBAB CORP,J-CEKI : Jurnal Cendekia Ilmiah Vol. 4 No. 2: Februari 20252426-2433,2025,DOI: 10.56799/jceki.v4i2.7569,Accred : Sinta 5,Sustainable Cities and Communities (Kota dan Pemukiman yang Berkelanjutan)
,,,,,,Climate Action (Penanganan Perubahan Iklim)
Implementation of Management Information Systems in Monitoring Creative Economic Development,LPPM Institut Bisnis dan Informatika Kesatuan,Jurnal Ilmiah Manajemen Kesatuan Vol. 13 No. 1 (2025): JIMKES Edisi Januari 2025233-246,2025,DOI: 10.37641/jimkes.v13i1.3089,Accred : Sinta 4,"Industry, Innovation and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
,,,,,,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Analisis Sentimen pada Ulasan LMS Pembelajaran Menggunakan Metode Natural Language Processing,STKIP PGRI Tulungagung,"JIPI (Jurnal Ilmiah Penelitian dan Pembelajaran Informatika) Vol 10, No 1 (2025)565-575",2025,DOI: 10.29100/jipi.v10i1.5899,Accred : Sinta 3,Quality Education (Pendidikan Berkualitas)
A New Feature Extraction Approach in Classification for Improving the Accuracy of Proteins,Society of Visual Informatics,"JOIV : International Journal on Informatics Visualization Vol 9, No 1 (2025)359-364",2025,DOI: 10.62527/joiv.9.1.2589,Accred : Sinta 1,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Factors Influencing Teacher Organizational Citizenship Behavior: A Literature Review,"Fakultas Keguruan dan Ilmu Pendidikan (FKIP), Universitas Lancang Kuning",Lectura : Jurnal Pendidikan Vol. 16 No. 1 (2025): Lectura: Jurnal Pendidikan201-213,2025,DOI: 10.31849/lectura.v16i1.25409,Accred : Sinta 3,Quality Education (Pendidikan Berkualitas)
"Language Attitude of Lampung Native Speakers: An Overview of Age, Gender, Educational Level, and Length of Stay","Fakultas Keguruan dan Ilmu Pendidikan, Universitas Lampung","Jurnal Pendidikan Progresif Vol 15, No 1 (2025): Jurnal Pendidikan Progresif01-14",2025,DOI: -,Accred : Unknown,Reduced Inequalities (Berkurangnya Kesenjangan)
Tantangan dan Strategi Pengembangan Potensi diri Narapidana (Studi Kasus Lapas Kelas 1 Bandar Lampung),Indonesian Journal Publisher,Journal of Contemporary Law Studies Vol. 2 No. 2 (2025): Februari165-172,2025,DOI: 10.47134/lawstudies.v2i2.3655,Accred : Unknown,"Peace, Justice and Strong Institutions (Perdamaian, Keadilan, dan Kelembagaan yang Tangguh)"
Stimulasi Nervus Vagus sebagai Terapi Adjuvan pada Anak Epilepsi Resisten Obat : Literature Review,"Stikes Kesdam IV/Diponegoro Semarang, Indonesia",Jurnal Anestesi Vol. 3 No. 1 (2025): Jurnal Anestesi: Jurnal Ilmu Kesehatan dan Kedokteran208-215,2025,DOI: 10.59680/anestesi.v3i1.1633,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
IMPLEMENTASI TEKNOLOGI SOLAR PANEL DI RUMAH IBADAH SEBAGAI ENERGI BERKELANJUTAN YANG MENDUKUNG SDGs DI DESA RUKTI ENDAH,Lembaga Penelitian dan Pengabdian Universitas Lampung,Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan Vol. 9 No. 1 (2025)56-60,2025,DOI: 10.23960/jss.v9i1.590,Accred : Unknown,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
,,,,,,Climate Action (Penanganan Perubahan Iklim)
HUBUNGAN MOTIVASI DENGAN PERILAKU PERIKSA PAYUDARA SENDIRI (SADARI) PADA MAHASISWI FAKULTAS ILMU KESEHATAN DAN FARMASI PROGRAM STUDI KEBIDANAN UNIVERSITAS GUNADARMA TAHUN 2023,Lembaga Pendidikan dan Penelitian Manggala Institute,"SINERGI : Jurnal Riset Ilmiah Vol. 2 No. 1 (2025): SINERGI : Jurnal Riset Ilmiah, Januari 2025118-127",2025,DOI: 10.62335/f4qkak76,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
The Use of Tiktok Application in Geography Learning Based on Project-Based Learning in Improving Students' Creative Thinking Skills in Public High School 16 Bandar Lampung,UNDIKMA,"Jurnal Teknologi Pendidikan : Jurnal Penelitian dan Pengembangan Pembelajaran Vol 10, No 1 (2025): Januari18-29",2025,DOI: 10.33394/jtp.v10i1.13238,Accred : Unknown,Quality Education (Pendidikan Berkualitas)
PEMBERIAN EDUKASI KESEHATAN REPRODUKSI UNTUK MENINGKATKAN PENGETAHUAN REMAJA DI SMA AL-AZHAR BSD CILEUNGSI,Lembaga Pendidikan dan Penelitian Manggala Institute,"MAJU : Indonesian Journal of Community Empowerment Vol. 2 No. 1 (2025): MAJU : Indonesian Journal of Community Empowerment, Januari 2025179-189",2025,DOI: 10.62335/vk94d448,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
ØªØ­ÙÙÙ ÙØ¯Ø±Ø© Ø§ÙØ·Ø§ÙØ¨Ø§Øª ÙÙ Ø§ÙÙØµÙ Ø§ÙØ«Ø§ÙØ« ÙÙ Ø§ÙÙØ±Ø­ÙØ© Ø§ÙÙØªÙØ³ÙØ·Ø© Ø¹ÙÙ ØªÙÙÙØ² ÙØ§Ù ÙØ¥ÙÙ ÙØ£Ø®ÙØ§ØªÙÙØ§ Ø¨ÙØ¹ÙØ¯ Ø§ÙÙÙØ«Ø± Ø³ÙÙØ§ÙÙÙØ¬ÙÙ,Cahaya Ilmu Bangsa Institute,Tashdiq: Jurnal Kajian Agama dan Dakwah Vol. 12 No. 2 (2025): Tashdiq: Jurnal Kajian Agama dan Dakwah61-70,2025,DOI: 10.4236/tashdiq.v12i2.11371,Accred : Unknown,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Penggunaan LKPD berbasis Peer Tutoring dalam Cooperative Learning untuk Meningkatkan Hasil Belajar Peserta Didik di Sekolah Dasar,Universitas Muhammadiyah Kuningan,Jurnal Lensa Pendas Vol 10 No 1 (2025): Februari96-104,2025,DOI: 10.33222/jlp.v10i1.4237,Accred : Unknown,Quality Education (Pendidikan Berkualitas)
Pelapis Anti Korosi Inovatif Dengan Menggunakan Silika Dari Limbah Sekam Padi,"LPPM Universitas Pahlawan Tuanku Tambusai, Riau, Indonesia",Jurnal Pendidikan Tambusai Vol. 9 No. 1 (2025)2573-2581,2025,DOI: -,Accred : Sinta 6,"Industry, Innovation and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
PERANCANGAN SISTEM APLIKASI PERHITUNGAN OTOMATIS BERBASIS VB NET DAN ARDUINO PADA MESIN CHAMBER DI PT JVCKENWOOD,Yayasan Pendidikan Cahaya Budaya Indonesia,Jurnal Komputer dan Teknologi Vol 4 No 1 (2025): JUKOMTEK JANUARI 202520-25,2025,DOI: 10.58290/jukomtek.v4i1.304,Accred : Unknown,"Industry, Innovation and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
